Transaction_ID,Date,Customer_ID,Gender,Age,Product_Category,Quantity,Price_per_Unit,Total_Amount,Customer_ID,age_range,HolidayName,Month_name,jan_dummy,feb_dummy,mar_dummy,apr_dummy,may_dummy,jun_dummy,jul_dummy,aug_dummy,sep_dummy,oct_dummy,nov_dummy,dec_dummy,spend_3m,QTY_3m,spend_12m,QTY_12m,dummy_under_20,dummy_20_29,dummy_30_39,dummy_40_49,dummy_50_59,dummy_60_plus,gender_dummy,HolidayDummy,Max_Temp,Min_Temp,Mean_Temp,Total_Precip_mm,Product_Category
121,2023-10-15,CUST121,Female,28,Electronics,4,50,200,CUST121,20-29,0,10,0,0,0,0,0,0,0,0,0,1,0,0,200,4,200,4,0,1,0,0,0,0,0,0,11.3,8,9.6,0,Electronics
122,2023-10-03,CUST122,Male,64,Electronics,4,30,120,CUST122,60+,0,10,0,0,0,0,0,0,0,0,0,1,0,0,120,4,120,4,0,0,0,0,0,1,1,0,28.3,17.1,22.7,0,Electronics
123,2023-05-15,CUST123,Female,40,Electronics,2,30,60,CUST123,40-49,0,5,0,0,0,0,1,0,0,0,0,0,0,0,60,2,60,2,0,0,0,1,0,0,0,0,23.9,9.2,16.5,0,Electronics
124,2023-10-27,CUST124,Male,33,Clothing,4,500,2000,CUST124,30-39,0,10,0,0,0,0,0,0,0,0,0,1,0,0,2000,4,2000,4,0,0,1,0,0,0,1,0,21.9,16.3,19.1,0,Clothing
125,2023-08-08,CUST125,Male,48,Clothing,2,50,100,CUST125,40-49,0,8,0,0,0,0,0,0,0,1,0,0,0,0,100,2,100,2,0,0,0,1,0,0,1,0,25.3,17.5,21.4,0,Clothing
126,2023-10-26,CUST126,Female,28,Clothing,3,30,90,CUST126,20-29,0,10,0,0,0,0,0,0,0,0,0,1,0,0,90,3,90,3,0,1,0,0,0,0,0,0,18.1,14.3,16.2,8,Clothing
127,2023-07-24,CUST127,Female,33,Clothing,2,25,50,CUST127,30-39,0,7,0,0,0,0,0,0,1,0,0,0,0,0,50,2,50,2,0,0,1,0,0,0,0,0,26.4,18.4,22.4,7.3,Clothing
128,2023-07-05,CUST128,Male,25,Beauty,1,500,500,CUST128,20-29,0,7,0,0,0,0,0,0,1,0,0,0,0,0,500,1,500,1,0,1,0,0,0,0,1,0,31.3,22.4,26.9,0,Beauty
129,2023-04-23,CUST129,Female,21,Beauty,2,300,600,CUST129,20-29,0,4,0,0,0,1,0,0,0,0,0,0,0,0,600,2,600,2,0,1,0,0,0,0,0,0,8.9,5.7,7.3,0,Beauty
130,2023-03-12,CUST130,Female,57,Clothing,1,500,500,CUST130,50-59,0,3,0,0,1,0,0,0,0,0,0,0,0,0,500,1,500,1,0,0,0,0,1,0,0,0,0.7,-3.4,-1.3,2.5,Clothing
131,2023-09-18,CUST131,Female,21,Beauty,2,300,600,CUST131,20-29,0,9,0,0,0,0,0,0,0,0,1,0,0,0,600,2,600,2,0,1,0,0,0,0,0,0,22.6,13.4,18,0,Beauty
132,2023-09-10,CUST132,Male,42,Electronics,4,50,200,CUST132,40-49,0,9,0,0,0,0,0,0,0,0,1,0,0,0,200,4,200,4,0,0,0,1,0,0,1,0,23.6,17.9,20.7,0,Electronics
133,2023-02-16,CUST133,Male,20,Electronics,3,300,900,CUST133,20-29,0,2,0,1,0,0,0,0,0,0,0,0,0,0,900,3,900,3,0,1,0,0,0,0,1,0,6.6,-0.2,3.2,4.7,Electronics
134,2023-01-25,CUST134,Male,49,Electronics,1,50,50,CUST134,40-49,0,1,1,0,0,0,0,0,0,0,0,0,0,0,50,1,50,1,0,0,0,1,0,0,1,0,2.6,-0.4,1.1,19.2,Electronics
135,2023-02-26,CUST135,Male,20,Clothing,2,25,50,CUST135,20-29,0,2,0,1,0,0,0,0,0,0,0,0,0,0,50,2,50,2,0,1,0,0,0,0,1,0,4.2,-3.1,0.6,0,Clothing
136,2023-03-20,CUST136,Male,44,Electronics,2,300,600,CUST136,40-49,0,3,0,0,1,0,0,0,0,0,0,0,0,0,600,2,600,2,0,0,0,1,0,0,1,0,7.2,-1.5,2.9,0,Electronics
137,2023-11-18,CUST137,Male,46,Beauty,2,500,1000,CUST137,40-49,0,11,0,0,0,0,0,0,0,0,0,0,1,0,1000,2,1000,2,0,0,0,1,0,0,1,0,8.5,0.5,4.5,0,Beauty
138,2023-03-23,CUST138,Male,49,Clothing,4,50,200,CUST138,40-49,0,3,0,0,1,0,0,0,0,0,0,0,0,0,200,4,200,4,0,0,0,1,0,0,1,0,8.9,0.3,4.6,9.5,Clothing
139,2023-12-15,CUST139,Male,36,Beauty,4,500,2000,CUST139,30-39,0,12,0,0,0,0,0,0,0,0,0,0,0,1,2000,4,2000,4,0,0,1,0,0,0,1,0,13.2,3.7,8.5,0,Beauty
140,2023-08-05,CUST140,Male,38,Electronics,1,30,30,CUST140,30-39,0,8,0,0,0,0,0,0,0,1,0,0,0,0,30,1,30,1,0,0,1,0,0,0,1,0,24.2,18.4,21.3,0,Electronics
141,2023-11-02,CUST141,Female,22,Electronics,1,50,50,CUST141,20-29,0,11,0,0,0,0,0,0,0,0,0,0,1,0,50,1,50,1,0,1,0,0,0,0,0,0,9.1,2.9,6,0,Electronics
142,2023-02-02,CUST142,Male,35,Electronics,4,300,1200,CUST142,30-39,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1200,4,1200,4,0,0,1,0,0,0,1,0,2.9,-9.3,-3.2,0,Electronics
143,2023-07-17,CUST143,Female,45,Clothing,1,50,50,CUST143,40-49,0,7,0,0,0,0,0,0,1,0,0,0,0,0,50,1,50,1,0,0,0,1,0,0,0,0,27.1,19.2,23.2,0,Clothing
144,2023-07-15,CUST144,Female,59,Beauty,3,500,1500,CUST144,50-59,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1500,3,1500,3,0,0,0,0,1,0,0,0,24.4,19.8,22.1,8.8,Beauty
145,2023-11-02,CUST145,Female,39,Clothing,3,25,75,CUST145,30-39,0,11,0,0,0,0,0,0,0,0,0,0,1,0,75,3,75,3,0,0,1,0,0,0,0,0,9.1,2.9,6,0,Clothing
146,2023-08-28,CUST146,Male,38,Clothing,4,50,200,CUST146,30-39,0,8,0,0,0,0,0,0,0,1,0,0,0,0,200,4,200,4,0,0,1,0,0,0,1,0,22.9,15,19,0,Clothing
147,2023-09-28,CUST147,Male,23,Electronics,1,300,300,CUST147,20-29,0,9,0,0,0,0,0,0,0,0,1,0,0,0,300,1,300,1,0,1,0,0,0,0,1,0,18.8,15.1,17,0.9,Electronics
148,2023-05-09,CUST148,Male,18,Clothing,2,30,60,CUST148,Under 20,0,5,0,0,0,0,1,0,0,0,0,0,0,0,60,2,60,2,1,0,0,0,0,0,1,0,15.6,9.6,12.6,0,Clothing
149,2023-10-11,CUST149,Male,22,Clothing,3,25,75,CUST149,20-29,0,10,0,0,0,0,0,0,0,0,0,1,0,0,75,3,75,3,0,1,0,0,0,0,1,0,14.4,7.5,11,0,Clothing
150,2023-01-06,CUST150,Female,58,Electronics,4,30,120,CUST150,50-59,0,1,1,0,0,0,0,0,0,0,0,0,0,0,120,4,120,4,0,0,0,0,1,0,0,0,5.1,2.9,4,0,Electronics
151,2023-12-15,CUST151,Male,29,Clothing,1,50,50,CUST151,20-29,0,12,0,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1,0,1,0,0,0,0,1,0,13.2,3.7,8.5,0,Clothing
152,2023-02-28,CUST152,Male,43,Electronics,4,500,2000,CUST152,40-49,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2000,4,2000,4,0,0,0,1,0,0,1,0,2.6,-0.1,1.3,2.8,Electronics
153,2023-12-16,CUST153,Male,63,Electronics,2,500,1000,CUST153,60+,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1000,2,1000,2,0,0,0,0,0,1,1,0,7,4.7,5.8,0.2,Electronics
154,2023-10-02,CUST154,Male,51,Electronics,3,300,900,CUST154,50-59,0,10,0,0,0,0,0,0,0,0,0,1,0,0,900,3,900,3,0,0,0,0,1,0,1,0,25.2,16.9,21.1,0,Electronics
155,2023-05-17,CUST155,Male,31,Electronics,4,500,2000,CUST155,30-39,0,5,0,0,0,0,1,0,0,0,0,0,0,0,2000,4,2000,4,0,0,1,0,0,0,1,0,10.2,2.8,6.5,0,Electronics
156,2023-11-25,CUST156,Female,43,Clothing,4,25,100,CUST156,40-49,0,11,0,0,0,0,0,0,0,0,0,0,1,0,100,4,100,4,0,0,0,1,0,0,0,0,3.8,-2,0.9,0,Clothing
157,2023-06-24,CUST157,Male,62,Electronics,4,500,2000,CUST157,60+,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2000,4,2000,4,0,0,0,0,0,1,1,0,28,20,24,0.1,Electronics
158,2023-02-27,CUST158,Female,44,Electronics,2,300,600,CUST158,40-49,0,2,0,1,0,0,0,0,0,0,0,0,0,0,600,2,600,2,0,0,0,1,0,0,0,0,0.8,-5.4,-2.3,7.2,Electronics
159,2023-05-31,CUST159,Male,26,Clothing,4,50,200,CUST159,20-29,0,5,0,0,0,0,1,0,0,0,0,0,0,0,200,4,200,4,0,1,0,0,0,0,1,0,30.2,16.9,23.5,0,Clothing
160,2023-08-11,CUST160,Female,43,Clothing,2,50,100,CUST160,40-49,0,8,0,0,0,0,0,0,0,1,0,0,0,0,100,2,100,2,0,0,0,1,0,0,0,0,25.3,16,20.7,0,Clothing
161,2023-03-22,CUST161,Male,64,Beauty,2,500,1000,CUST161,60+,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1000,2,1000,2,0,0,0,0,0,1,1,0,7.9,1.8,4.8,0,Beauty
162,2023-08-21,CUST162,Male,39,Clothing,2,30,60,CUST162,30-39,0,8,0,0,0,0,0,0,0,1,0,0,0,0,60,2,60,2,0,0,1,0,0,0,1,0,25.6,17.5,21.5,0,Clothing
163,2023-01-02,CUST163,Female,64,Clothing,3,50,150,CUST163,60+,0,1,1,0,0,0,0,0,0,0,0,0,0,0,150,3,150,3,0,0,0,0,0,1,0,0,5.6,3.5,4.6,0,Clothing
164,2023-05-15,CUST164,Female,47,Beauty,3,500,1500,CUST164,40-49,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1500,3,1500,3,0,0,0,1,0,0,0,0,23.9,9.2,16.5,0,Beauty
165,2023-09-14,CUST165,Female,60,Clothing,4,300,1200,CUST165,60+,0,9,0,0,0,0,0,0,0,0,1,0,0,0,1200,4,1200,4,0,0,0,0,0,1,0,0,20.5,10.7,15.6,0,Clothing
166,2023-04-02,CUST166,Male,34,Clothing,4,500,2000,CUST166,30-39,0,4,0,0,0,1,0,0,0,0,0,0,0,0,2000,4,2000,4,0,0,1,0,0,0,1,0,2.9,-3.7,-0.4,0,Clothing
167,2023-09-17,CUST167,Female,43,Clothing,3,50,150,CUST167,40-49,0,9,0,0,0,0,0,0,0,0,1,0,0,0,150,3,150,3,0,0,0,1,0,0,0,0,23.3,15,19.2,0.9,Clothing
168,2023-02-24,CUST168,Male,53,Clothing,1,300,300,CUST168,50-59,0,2,0,1,0,0,0,0,0,0,0,0,0,0,300,1,300,1,0,0,0,0,1,0,1,0,-2.2,-9.5,-5.9,0,Clothing
169,2023-11-17,CUST169,Male,18,Beauty,3,500,1500,CUST169,Under 20,0,11,0,0,0,0,0,0,0,0,0,0,1,0,1500,3,1500,3,1,0,0,0,0,0,1,0,12.9,2.9,7.9,0.5,Beauty
170,2023-06-02,CUST170,Female,25,Clothing,2,25,50,CUST170,20-29,0,6,0,0,0,0,0,1,0,0,0,0,0,0,50,2,50,2,0,1,0,0,0,0,0,0,32.8,19.6,26.2,9.4,Clothing
171,2023-11-24,CUST171,Female,52,Clothing,3,300,900,CUST171,50-59,Black Friday Sale,11,0,0,0,0,0,0,0,0,0,0,1,0,900,3,900,3,0,0,0,0,1,0,0,1,1.6,-2.3,-0.3,0,Clothing
172,2023-09-17,CUST172,Male,32,Beauty,2,25,50,CUST172,30-39,0,9,0,0,0,0,0,0,0,0,1,0,0,0,50,2,50,2,0,0,1,0,0,0,1,0,23.3,15,19.2,0.9,Beauty
173,2023-11-08,CUST173,Male,64,Electronics,4,30,120,CUST173,60+,0,11,0,0,0,0,0,0,0,0,0,0,1,0,120,4,120,4,0,0,0,0,0,1,1,0,4.6,-1.2,1.7,15.3,Electronics
174,2023-04-12,CUST174,Female,39,Beauty,1,300,300,CUST174,30-39,0,4,0,0,0,1,0,0,0,0,0,0,0,0,300,1,300,1,0,0,1,0,0,0,0,0,27.4,13,20.2,0,Beauty
175,2023-03-20,CUST175,Female,31,Electronics,4,25,100,CUST175,30-39,0,3,0,0,1,0,0,0,0,0,0,0,0,0,100,4,100,4,0,0,1,0,0,0,0,0,7.2,-1.5,2.9,0,Electronics
176,2023-07-11,CUST176,Female,43,Beauty,2,50,100,CUST176,40-49,0,7,0,0,0,0,0,0,1,0,0,0,0,0,100,2,100,2,0,0,0,1,0,0,0,0,30.3,18.6,24.4,1.8,Beauty
177,2023-03-24,CUST177,Male,45,Beauty,2,50,100,CUST177,40-49,0,3,0,0,1,0,0,0,0,0,0,0,0,0,100,2,100,2,0,0,0,1,0,0,1,0,5.9,0.1,3,0,Beauty
178,2023-10-04,CUST178,Male,40,Clothing,2,30,60,CUST178,40-49,0,10,0,0,0,0,0,0,0,0,0,1,0,0,60,2,60,2,0,0,0,1,0,0,1,0,27.2,17.9,22.6,0,Clothing
179,2023-09-29,CUST179,Male,31,Electronics,1,300,300,CUST179,30-39,0,9,0,0,0,0,0,0,0,0,1,0,0,0,300,1,300,1,0,0,1,0,0,0,1,0,20.8,14.5,17.6,0.2,Electronics
180,2023-01-01,CUST180,Male,41,Clothing,3,300,900,CUST180,40-49,New Year's Day,1,1,0,0,0,0,0,0,0,0,0,0,0,900,3,900,3,0,0,0,1,0,0,1,1,5,2.7,3.9,1.5,Clothing
181,2023-11-03,CUST181,Male,19,Electronics,4,300,1200,CUST181,Under 20,0,11,0,0,0,0,0,0,0,0,0,0,1,0,1200,4,1200,4,1,0,0,0,0,0,1,0,14,8.2,11.1,0,Electronics
182,2023-06-15,CUST182,Male,62,Beauty,4,30,120,CUST182,60+,0,6,0,0,0,0,0,1,0,0,0,0,0,0,120,4,120,4,0,0,0,0,0,1,1,0,20.1,11.8,16,2.7,Beauty
183,2023-09-08,CUST183,Female,43,Beauty,3,300,900,CUST183,40-49,0,9,0,0,0,0,0,0,0,0,1,0,0,0,900,3,900,3,0,0,0,1,0,0,0,0,20.9,15.9,18.4,0,Beauty
184,2023-01-10,CUST184,Male,31,Electronics,4,50,200,CUST184,30-39,0,1,1,0,0,0,0,0,0,0,0,0,0,0,200,4,200,4,0,0,1,0,0,0,1,0,1.7,-1.8,-0.1,0,Electronics
185,2023-02-27,CUST185,Male,24,Clothing,1,25,25,CUST185,20-29,0,2,0,1,0,0,0,0,0,0,0,0,0,0,25,1,25,1,0,1,0,0,0,0,1,0,0.8,-5.4,-2.3,7.2,Clothing
186,2023-07-05,CUST186,Male,20,Clothing,4,50,200,CUST186,20-29,0,7,0,0,0,0,0,0,1,0,0,0,0,0,200,4,200,4,0,1,0,0,0,0,1,0,31.3,22.4,26.9,0,Clothing
187,2023-06-07,CUST187,Female,64,Clothing,2,50,100,CUST187,60+,0,6,0,0,0,0,0,1,0,0,0,0,0,0,100,2,100,2,0,0,0,0,0,1,0,0,21.8,12.7,17.2,0,Clothing
188,2023-05-03,CUST188,Male,40,Clothing,3,25,75,CUST188,40-49,0,5,0,0,0,0,1,0,0,0,0,0,0,0,75,3,75,3,0,0,0,1,0,0,1,0,10,3.3,6.7,5.1,Clothing
189,2023-01-30,CUST189,Male,63,Beauty,1,50,50,CUST189,60+,0,1,1,0,0,0,0,0,0,0,0,0,0,0,50,1,50,1,0,0,0,0,0,1,1,0,-1.1,-7.1,-4.1,0,Beauty
190,2023-05-04,CUST190,Female,60,Beauty,3,30,90,CUST190,60+,0,5,0,0,0,0,1,0,0,0,0,0,0,0,90,3,90,3,0,0,0,0,0,1,0,0,13.2,7.2,10.2,0,Beauty
191,2023-10-18,CUST191,Male,64,Beauty,1,25,25,CUST191,60+,0,10,0,0,0,0,0,0,0,0,0,1,0,0,25,1,25,1,0,0,0,0,0,1,1,0,14.3,9.4,11.8,0,Beauty
192,2023-02-10,CUST192,Male,62,Beauty,2,50,100,CUST192,60+,0,2,0,1,0,0,0,0,0,0,0,0,0,0,100,2,100,2,0,0,0,0,0,1,1,0,6.1,-2.3,1.9,0,Beauty
193,2023-02-13,CUST193,Male,35,Beauty,3,500,1500,CUST193,30-39,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1500,3,1500,3,0,0,1,0,0,0,1,0,9.8,-0.6,4.6,0,Beauty
194,2023-09-06,CUST194,Male,55,Clothing,4,50,200,CUST194,50-59,0,9,0,0,0,0,0,0,0,0,1,0,0,0,200,4,200,4,0,0,0,0,1,0,1,0,31.4,22.1,26.7,0,Clothing
195,2023-02-05,CUST195,Male,52,Clothing,1,30,30,CUST195,50-59,0,2,0,1,0,0,0,0,0,0,0,0,0,0,30,1,30,1,0,0,0,0,1,0,1,0,5.5,-0.3,2.6,0,Clothing
196,2023-09-30,CUST196,Female,32,Clothing,3,300,900,CUST196,30-39,0,9,0,0,0,0,0,0,0,0,1,0,0,0,900,3,900,3,0,0,1,0,0,0,0,0,23.3,15,19.1,0,Clothing
197,2023-03-06,CUST197,Female,42,Clothing,4,50,200,CUST197,40-49,0,3,0,0,1,0,0,0,0,0,0,0,0,0,200,4,200,4,0,0,0,1,0,0,0,0,3.4,-0.8,1.3,0,Clothing
198,2023-03-07,CUST198,Female,54,Beauty,3,300,900,CUST198,50-59,0,3,0,0,1,0,0,0,0,0,0,0,0,0,900,3,900,3,0,0,0,0,1,0,0,0,1.9,-1.9,0,0,Beauty
199,2023-12-04,CUST199,Male,45,Beauty,3,500,1500,CUST199,40-49,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1500,3,1500,3,0,0,0,1,0,0,1,0,4.4,1.2,2.8,0,Beauty
200,2023-09-01,CUST200,Male,27,Beauty,3,50,150,CUST200,20-29,0,9,0,0,0,0,0,0,0,0,1,0,0,0,150,3,150,3,0,1,0,0,0,0,1,0,24.1,13.5,18.8,0,Beauty
201,2023-10-09,CUST201,Male,56,Electronics,1,25,25,CUST201,50-59,Thanksgiving,10,0,0,0,0,0,0,0,0,0,1,0,0,25,1,25,1,0,0,0,0,1,0,1,1,11.4,7.3,9.3,0,Electronics
202,2023-03-26,CUST202,Female,34,Clothing,4,300,1200,CUST202,30-39,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1200,4,1200,4,0,0,1,0,0,0,0,0,10.8,2.8,6.8,0,Clothing
203,2023-05-16,CUST203,Male,56,Clothing,2,500,1000,CUST203,50-59,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1000,2,1000,2,0,0,0,0,1,0,1,0,25,6.6,15.8,0,Clothing
204,2023-09-28,CUST204,Male,39,Beauty,1,25,25,CUST204,30-39,0,9,0,0,0,0,0,0,0,0,1,0,0,0,25,1,25,1,0,0,1,0,0,0,1,0,18.8,15.1,17,0.9,Beauty
205,2023-11-07,CUST205,Female,43,Clothing,1,25,25,CUST205,40-49,0,11,0,0,0,0,0,0,0,0,0,0,1,0,25,1,25,1,0,0,0,1,0,0,0,0,,,,,Clothing
206,2023-08-05,CUST206,Male,61,Clothing,1,25,25,CUST206,60+,0,8,0,0,0,0,0,0,0,1,0,0,0,0,25,1,25,1,0,0,0,0,0,1,1,0,24.2,18.4,21.3,0,Clothing
207,2023-04-19,CUST207,Female,42,Beauty,2,25,50,CUST207,40-49,0,4,0,0,0,1,0,0,0,0,0,0,0,0,50,2,50,2,0,0,0,1,0,0,0,0,9.1,1.5,5.3,0,Beauty
208,2023-10-04,CUST208,Female,34,Electronics,4,50,200,CUST208,30-39,0,10,0,0,0,0,0,0,0,0,0,1,0,0,200,4,200,4,0,0,1,0,0,0,0,0,27.2,17.9,22.6,0,Electronics
209,2023-12-20,CUST209,Female,30,Electronics,4,50,200,CUST209,30-39,0,12,0,0,0,0,0,0,0,0,0,0,0,1,200,4,200,4,0,0,1,0,0,0,0,0,4.4,-1,1.7,0,Electronics
210,2023-04-13,CUST210,Male,37,Electronics,4,50,200,CUST210,30-39,0,4,0,0,0,1,0,0,0,0,0,0,0,0,200,4,200,4,0,0,1,0,0,0,1,0,26.8,14.7,20.8,0,Electronics
211,2024-01-01,CUST211,Male,42,Beauty,3,500,1500,CUST211,40-49,New Year's Day,1,1,0,0,0,0,0,0,0,0,0,0,0,1500,3,1500,3,0,0,0,1,0,0,1,1,-0.7,-3.1,-1.9,0.1,Beauty
212,2023-06-09,CUST212,Male,21,Clothing,3,500,1500,CUST212,20-29,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1500,3,1500,3,0,1,0,0,0,0,1,0,21.1,12.1,16.6,2.4,Clothing
213,2023-07-24,CUST213,Male,27,Beauty,3,500,1500,CUST213,20-29,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1500,3,1500,3,0,1,0,0,0,0,1,0,26.4,18.4,22.4,7.3,Beauty
214,2023-12-10,CUST214,Male,20,Beauty,2,30,60,CUST214,20-29,0,12,0,0,0,0,0,0,0,0,0,0,0,1,60,2,60,2,0,1,0,0,0,0,1,0,10.9,2.8,6.8,0.7,Beauty
215,2023-11-29,CUST215,Male,58,Clothing,3,500,1500,CUST215,50-59,0,11,0,0,0,0,0,0,0,0,0,0,1,0,1500,3,1500,3,0,0,0,0,1,0,1,0,1,-3.6,-1.3,0,Clothing
216,2023-07-11,CUST216,Male,62,Electronics,2,50,100,CUST216,60+,0,7,0,0,0,0,0,0,1,0,0,0,0,0,100,2,100,2,0,0,0,0,0,1,1,0,30.3,18.6,24.4,1.8,Electronics
217,2023-08-13,CUST217,Female,35,Electronics,4,50,200,CUST217,30-39,0,8,0,0,0,0,0,0,0,1,0,0,0,0,200,4,200,4,0,0,1,0,0,0,0,0,26,17.5,21.7,0,Electronics
218,2023-09-22,CUST218,Male,64,Beauty,3,30,90,CUST218,60+,0,9,0,0,0,0,0,0,0,0,1,0,0,0,90,3,90,3,0,0,0,0,0,1,1,0,22.1,14.6,18.4,0,Beauty
219,2023-08-20,CUST219,Female,53,Electronics,3,30,90,CUST219,50-59,0,8,0,0,0,0,0,0,0,1,0,0,0,0,90,3,90,3,0,0,0,0,1,0,0,0,27.9,15.9,21.9,0,Electronics
220,2023-03-03,CUST220,Male,64,Beauty,1,500,500,CUST220,60+,0,3,0,0,1,0,0,0,0,0,0,0,0,0,500,1,500,1,0,0,0,0,0,1,1,0,1.1,-1.6,-0.3,21.7,Beauty
221,2023-05-07,CUST221,Male,39,Beauty,2,300,600,CUST221,30-39,0,5,0,0,0,0,1,0,0,0,0,0,0,0,600,2,600,2,0,0,1,0,0,0,1,0,16.7,10.5,13.6,11.1,Beauty
222,2023-04-26,CUST222,Male,51,Clothing,4,30,120,CUST222,50-59,0,4,0,0,0,1,0,0,0,0,0,0,0,0,120,4,120,4,0,0,0,0,1,0,1,0,9.1,2.4,5.8,0,Clothing
223,2023-02-02,CUST223,Female,64,Clothing,1,25,25,CUST223,60+,0,2,0,1,0,0,0,0,0,0,0,0,0,0,25,1,25,1,0,0,0,0,0,1,0,0,2.9,-9.3,-3.2,0,Clothing
224,2023-06-23,CUST224,Female,25,Clothing,1,50,50,CUST224,20-29,0,6,0,0,0,0,0,1,0,0,0,0,0,0,50,1,50,1,0,1,0,0,0,0,0,0,23.3,19.3,21.3,4.6,Clothing
225,2023-01-11,CUST225,Female,57,Beauty,4,25,100,CUST225,50-59,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100,4,100,4,0,0,0,0,1,0,0,0,1.9,-4.8,-1.5,0.1,Beauty
226,2023-10-29,CUST226,Female,61,Clothing,1,50,50,CUST226,60+,0,10,0,0,0,0,0,0,0,0,0,1,0,0,50,1,50,1,0,0,0,0,0,1,0,0,7.8,3.8,5.8,1.9,Clothing
227,2023-10-11,CUST227,Male,36,Electronics,2,50,100,CUST227,30-39,0,10,0,0,0,0,0,0,0,0,0,1,0,0,100,2,100,2,0,0,1,0,0,0,1,0,14.4,7.5,11,0,Electronics
228,2023-04-28,CUST228,Female,59,Electronics,2,30,60,CUST228,50-59,0,4,0,0,0,1,0,0,0,0,0,0,0,0,60,2,60,2,0,0,0,0,1,0,0,0,11.8,7.3,9.6,13.5,Electronics
229,2023-10-29,CUST229,Male,58,Beauty,3,30,90,CUST229,50-59,0,10,0,0,0,0,0,0,0,0,0,1,0,0,90,3,90,3,0,0,0,0,1,0,1,0,7.8,3.8,5.8,1.9,Beauty
230,2023-04-23,CUST230,Male,54,Beauty,1,25,25,CUST230,50-59,0,4,0,0,0,1,0,0,0,0,0,0,0,0,25,1,25,1,0,0,0,0,1,0,1,0,8.9,5.7,7.3,0,Beauty
231,2023-01-04,CUST231,Female,23,Clothing,3,50,150,CUST231,20-29,0,1,1,0,0,0,0,0,0,0,0,0,0,0,150,3,150,3,0,1,0,0,0,0,0,0,4.4,2.5,3.5,21.1,Clothing
232,2023-02-06,CUST232,Female,43,Beauty,1,25,25,CUST232,40-49,0,2,0,1,0,0,0,0,0,0,0,0,0,0,25,1,25,1,0,0,0,1,0,0,0,0,3.3,-2.4,0.5,0,Beauty
233,2023-12-29,CUST233,Female,51,Beauty,2,300,600,CUST233,50-59,0,12,0,0,0,0,0,0,0,0,0,0,0,1,600,2,600,2,0,0,0,0,1,0,0,0,7.1,2.6,4.9,4.5,Beauty
234,2023-11-20,CUST234,Female,62,Electronics,2,25,50,CUST234,60+,0,11,0,0,0,0,0,0,0,0,0,0,1,0,50,2,50,2,0,0,0,0,0,1,0,0,2.8,-3.1,-0.2,0,Electronics
235,2023-01-31,CUST235,Female,23,Electronics,2,500,1000,CUST235,20-29,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1000,2,1000,2,0,1,0,0,0,0,0,0,-3.8,-9.7,-6.8,0,Electronics
236,2023-04-28,CUST236,Female,54,Clothing,1,25,25,CUST236,50-59,0,4,0,0,0,1,0,0,0,0,0,0,0,0,25,1,25,1,0,0,0,0,1,0,0,0,11.8,7.3,9.6,13.5,Clothing
237,2023-02-04,CUST237,Female,50,Beauty,2,500,1000,CUST237,50-59,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1000,2,1000,2,0,0,0,0,1,0,0,0,-0.2,-20,-10.1,0.4,Beauty
238,2023-01-17,CUST238,Female,39,Beauty,1,500,500,CUST238,30-39,0,1,1,0,0,0,0,0,0,0,0,0,0,0,500,1,500,1,0,0,1,0,0,0,0,0,5.3,1.7,3.5,4,Beauty
239,2023-06-19,CUST239,Male,38,Electronics,3,500,1500,CUST239,30-39,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1500,3,1500,3,0,0,1,0,0,0,1,0,24.4,16.1,20.3,0,Electronics
240,2023-02-06,CUST240,Female,23,Beauty,1,300,300,CUST240,20-29,0,2,0,1,0,0,0,0,0,0,0,0,0,0,300,1,300,1,0,1,0,0,0,0,0,0,3.3,-2.4,0.5,0,Beauty
241,2023-09-21,CUST241,Female,23,Electronics,3,25,75,CUST241,20-29,0,9,0,0,0,0,0,0,0,0,1,0,0,0,75,3,75,3,0,1,0,0,0,0,0,0,22.2,14,18.1,0,Electronics
242,2023-05-02,CUST242,Male,21,Clothing,1,25,25,CUST242,20-29,0,5,0,0,0,0,1,0,0,0,0,0,0,0,25,1,25,1,0,1,0,0,0,0,1,0,8.2,3.2,5.7,5.8,Clothing
243,2023-05-23,CUST243,Female,47,Electronics,3,300,900,CUST243,40-49,0,5,0,0,0,0,1,0,0,0,0,0,0,0,900,3,900,3,0,0,0,1,0,0,0,0,19.5,10,14.8,0,Electronics
